"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
5.64335e+00,1.01757e-01,-3.41987e-19,1.01535e+01,1.95647e+01,1.85762e+00,1.00000e+00
3.58535e+00,1.63977e-01,9.59458e-20,4.00547e+01,6.36475e+00,1.85762e+00,1.00000e+00
3.83160e+00,-3.71032e-02,-5.95994e-18,2.87802e+01,1.51644e+01,1.85707e+00,1.00000e+00
4.42730e+00,5.62472e-02,1.75430e-19,3.90532e+01,3.06441e+00,1.85707e+00,1.00000e+00
3.43254e+00,2.69492e-01,1.20626e-17,4.33911e+01,1.96484e+00,1.85776e+00,1.00000e+00
3.86965e+00,-4.82432e-02,-9.21826e-18,3.63035e+01,9.66484e+00,1.85776e+00,1.00000e+00
5.03427e+00,7.23646e-02,2.14165e-18,2.88772e+01,1.18648e+01,1.85776e+00,1.00000e+00
4.25151e+00,-6.98423e-02,-5.94311e-19,2.85787e+01,1.40648e+01,1.85776e+00,1.00000e+00
3.84367e+00,-9.75443e-02,-3.55117e-18,3.81014e+01,7.46484e+00,1.85776e+00,1.00000e+00
6.51366e-01,7.33506e-01,-1.53602e-18,3.85473e+00,2.13062e+01,7.52849e-01,1.00000e+00
1.02503e+00,1.72075e+00,-2.58175e-17,4.81498e+01,4.24269e-01,7.60782e-01,1.00000e+00
3.68917e-01,3.08918e-01,-3.30730e-18,3.66470e+01,3.54600e+00,9.60112e-01,1.00000e+00
6.27923e-01,3.02812e-01,-8.39541e-18,3.84459e+01,1.01460e+01,9.60111e-01,1.00000e+00
3.98560e-01,2.32783e-01,-2.41494e-17,2.44424e+01,1.23415e+01,9.60778e-01,1.00000e+00
4.79159e-01,3.05234e-01,-3.71590e-17,4.07081e+01,7.94600e+00,9.60111e-01,1.00000e+00
5.86370e-01,3.14047e-01,1.50314e-17,2.99757e+01,1.56415e+01,9.60779e-01,1.00000e+00
1.04223e+00,-2.08568e-02,-3.94010e-17,2.93752e+01,1.45415e+01,9.60780e-01,1.00000e+00
2.58146e-01,6.02681e-01,-3.26149e-17,3.98612e+01,2.44153e+00,9.60780e-01,1.00000e+00
5.75360e+00,-5.15178e-02,2.24450e-19,4.06658e+00,2.09911e+01,1.82370e+00,1.00000e+00
3.65731e+00,4.69437e-01,-6.19935e-20,3.67523e+01,6.73832e+00,1.45338e+00,1.00000e+00
5.17803e+00,1.81983e-01,-9.89895e-20,6.79332e+00,1.99385e+01,1.45331e+00,1.00000e+00
4.35263e+00,5.15996e-01,-1.64794e-18,1.49727e+01,1.88383e+01,1.45338e+00,1.00000e+00
3.51500e+00,-2.35331e-01,-7.79729e-20,2.13694e+01,1.77383e+01,1.45338e+00,1.00000e+00
2.05557e+00,2.36766e-03,-1.91638e-19,4.27594e+01,5.63832e+00,1.45338e+00,1.00000e+00
3.55751e+00,-3.88028e-01,2.69574e-18,2.80004e+01,1.33383e+01,1.45356e+00,1.00000e+00
3.43165e+00,2.54271e-01,-2.75727e-23,3.58551e+01,8.93827e+00,1.45356e+00,1.00000e+00
3.58605e+00,5.64770e-01,-1.00739e-17,3.23062e+01,1.11383e+01,1.45356e+00,1.00000e+00
4.24126e+00,5.80444e-01,-1.35845e-18,2.12687e+01,1.66383e+01,1.45355e+00,1.00000e+00
2.51743e+00,-4.60233e-01,-6.35879e-18,4.12455e+01,4.53827e+00,1.45355e+00,1.00000e+00
2.45453e+00,1.09002e+00,3.04125e-18,4.57638e+01,1.22167e+00,1.43216e+00,1.00000e+00
4.91699e+00,-4.90073e-02,1.08461e-19,2.21393e+00,2.16784e+01,1.55092e+00,1.00000e+00
5.06344e+00,-1.00856e-01,6.93554e-21,3.82456e+00,2.11212e+01,1.56635e+00,1.00000e+00
1.68830e+00,1.69469e+00,1.10142e-17,4.69464e+01,8.34226e-01,1.18538e+00,1.00000e+00
5.77799e+00,-3.86048e-02,-2.60862e-19,3.62583e+00,2.11432e+01,1.84931e+00,1.00000e+00
4.57521e+00,-1.86711e-01,-2.59792e-19,3.75403e+00,2.12171e+01,1.35856e+00,1.00000e+00
4.37852e+00,-1.16028e-01,-9.71832e-20,3.32003e-01,2.23031e+01,1.22911e+00,1.00000e+00
5.83674e+00,-3.99350e-02,-6.87548e-20,4.46797e+00,2.08379e+01,1.84529e+00,1.00000e+00
4.18167e+00,-2.30296e-01,2.97887e-18,2.75849e+01,1.32021e+01,1.67801e+00,1.00000e+00
3.76426e+00,3.30116e-01,1.43203e-18,3.34402e+01,1.10021e+01,1.67801e+00,1.00000e+00
3.52641e+00,1.75669e-01,7.38719e-18,3.69244e+01,8.80213e+00,1.67801e+00,1.00000e+00
